,Year,Month,Day,Date In Fraction Of Year,Number of Sunspots,Standard Deviation,Observations,Indicator
35842,1916,2,19,1916.135,48,6.2,1,1
35843,1916,2,20,1916.138,72,7.6,1,1
35844,1916,2,21,1916.141,103,9.1,1,1
35845,1916,2,22,1916.1429999999998,55,6.6,1,1
35846,1916,2,23,1916.146,57,6.7,1,1
35847,1916,2,24,1916.149,40,5.6,1,1
35848,1916,2,25,1916.152,35,5.3,1,1
35849,1916,2,26,1916.154,43,5.9,1,1
35850,1916,2,27,1916.1570000000002,32,5.0,1,1
35851,1916,2,28,1916.16,60,6.9,1,1
35852,1916,2,29,1916.1629999999998,43,5.9,1,1
35853,1916,3,1,1916.165,73,7.6,1,1
35854,1916,3,2,1916.168,107,9.2,1,1
35855,1916,3,3,1916.171,127,10.0,1,1
35856,1916,3,4,1916.1729999999998,175,11.8,1,1
35857,1916,3,5,1916.1760000000002,145,10.7,1,1
35858,1916,3,6,1916.1789999999999,162,11.3,1,1
35859,1916,3,7,1916.182,127,10.0,1,1
35860,1916,3,8,1916.184,157,11.2,1,1
35861,1916,3,9,1916.1870000000001,93,8.6,1,1
35862,1916,3,10,1916.19,127,10.0,1,1
35863,1916,3,11,1916.193,85,8.2,1,1
35864,1916,3,12,1916.195,78,7.9,1,1
35865,1916,3,13,1916.1979999999999,63,7.1,1,1
35866,1916,3,14,1916.201,23,4.3,1,1
35867,1916,3,15,1916.204,53,6.5,1,1
35868,1916,3,16,1916.2060000000001,82,8.1,1,1
35869,1916,3,17,1916.2089999999998,102,9.0,1,1
35870,1916,3,18,1916.2120000000002,133,10.3,1,1
35871,1916,3,19,1916.214,73,7.6,1,1
35872,1916,3,20,1916.217,70,7.5,1,1
35873,1916,3,21,1916.22,72,7.6,1,1
35874,1916,3,22,1916.223,132,10.2,1,1
35875,1916,3,23,1916.225,162,11.3,1,1
35876,1916,3,24,1916.2279999999998,113,9.5,1,1
35877,1916,3,25,1916.231,152,11.0,1,1
35878,1916,3,26,1916.234,148,10.9,1,1
35879,1916,3,27,1916.236,120,9.8,1,1
35880,1916,3,28,1916.239,118,9.7,1,1
35881,1916,3,29,1916.2420000000002,120,9.8,1,1
35882,1916,3,30,1916.245,87,8.3,1,1
35883,1916,3,31,1916.247,183,12.1,1,1
35884,1916,4,1,1916.25,172,11.7,1,1
35885,1916,4,2,1916.253,228,13.5,1,1
35886,1916,4,3,1916.255,240,13.8,1,1
35887,1916,4,4,1916.2579999999998,237,13.7,1,1
35888,1916,4,5,1916.261,237,13.7,1,1
35889,1916,4,6,1916.264,182,12.0,1,1
35890,1916,4,7,1916.266,122,9.8,1,1
35891,1916,4,8,1916.269,127,10.0,1,1
35892,1916,4,9,1916.2720000000002,113,9.5,1,1
35893,1916,4,10,1916.275,117,9.6,1,1
35894,1916,4,11,1916.277,118,9.7,1,1
35895,1916,4,12,1916.28,98,8.8,1,1
35896,1916,4,13,1916.283,98,8.8,1,1
35897,1916,4,14,1916.286,95,8.7,1,1
35898,1916,4,15,1916.2879999999998,100,8.9,1,1
35899,1916,4,16,1916.2910000000002,78,7.9,1,1
35900,1916,4,17,1916.2939999999999,77,7.8,1,1
35901,1916,4,18,1916.296,65,7.2,1,1
35902,1916,4,19,1916.299,62,7.0,1,1
35903,1916,4,20,1916.3020000000001,42,5.8,1,1
35904,1916,4,21,1916.305,67,7.3,1,1
35905,1916,4,22,1916.307,63,7.1,1,1
35906,1916,4,23,1916.31,72,7.6,1,1
35907,1916,4,24,1916.3129999999999,43,5.9,1,1
35908,1916,4,25,1916.316,112,9.4,1,1
35909,1916,4,26,1916.318,123,9.9,1,1
35910,1916,4,27,1916.3210000000001,113,9.5,1,1
35911,1916,4,28,1916.3239999999998,117,9.6,1,1
35912,1916,4,29,1916.3270000000002,132,10.2,1,1
35913,1916,4,30,1916.329,143,10.7,1,1
35914,1916,5,1,1916.332,175,11.8,1,1
35915,1916,5,2,1916.335,172,11.7,1,1
35916,1916,5,3,1916.3370000000002,153,11.0,1,1
35917,1916,5,4,1916.34,173,11.7,1,1
35918,1916,5,5,1916.3429999999998,117,9.6,1,1
35919,1916,5,6,1916.346,133,10.3,1,1
35920,1916,5,7,1916.348,120,9.8,1,1
35921,1916,5,8,1916.351,85,8.2,1,1
35922,1916,5,9,1916.354,93,8.6,1,1
35923,1916,5,10,1916.3570000000002,88,8.4,1,1
35924,1916,5,11,1916.359,113,9.5,1,1
35925,1916,5,12,1916.362,97,8.8,1,1
35926,1916,5,13,1916.365,58,6.8,1,1
35927,1916,5,14,1916.3670000000002,53,6.5,1,1
35928,1916,5,15,1916.37,57,6.7,1,1
35929,1916,5,16,1916.3729999999998,93,8.6,1,1
35930,1916,5,17,1916.376,67,7.3,1,1
35931,1916,5,18,1916.378,67,7.3,1,1
35932,1916,5,19,1916.381,83,8.1,1,1
35933,1916,5,20,1916.384,83,8.1,1,1
35934,1916,5,21,1916.3870000000002,102,9.0,1,1
35935,1916,5,22,1916.389,113,9.5,1,1
35936,1916,5,23,1916.392,148,10.9,1,1
35937,1916,5,24,1916.395,145,10.7,1,1
35938,1916,5,25,1916.398,178,11.9,1,1
35939,1916,5,26,1916.4,208,12.9,1,1
35940,1916,5,27,1916.4029999999998,228,13.5,1,1
35941,1916,5,28,1916.406,260,14.4,1,1
35942,1916,5,29,1916.408,133,10.3,1,1
35943,1916,5,30,1916.411,145,10.7,1,1
35944,1916,5,31,1916.414,103,9.1,1,1
35945,1916,6,1,1916.4170000000001,63,7.1,1,1
35946,1916,6,2,1916.4189999999999,38,5.5,1,1
35947,1916,6,3,1916.422,42,5.8,1,1
35948,1916,6,4,1916.425,78,7.9,1,1
35949,1916,6,5,1916.4279999999999,90,8.5,1,1
35950,1916,6,6,1916.43,58,6.8,1,1
35951,1916,6,7,1916.433,40,5.6,1,1
35952,1916,6,8,1916.4360000000001,23,4.3,1,1
35953,1916,6,9,1916.4389999999999,17,3.6,1,1
35954,1916,6,10,1916.441,67,7.3,1,1
35955,1916,6,11,1916.444,47,6.1,1,1
35956,1916,6,12,1916.4470000000001,57,6.7,1,1
35957,1916,6,13,1916.4489999999998,63,7.1,1,1
35958,1916,6,14,1916.4520000000002,62,7.0,1,1
35959,1916,6,15,1916.455,58,6.8,1,1
35960,1916,6,16,1916.4579999999999,63,7.1,1,1
35961,1916,6,17,1916.46,77,7.8,1,1
35962,1916,6,18,1916.463,68,7.4,1,1
35963,1916,6,19,1916.4660000000001,97,8.8,1,1
35964,1916,6,20,1916.469,150,10.9,1,1
35965,1916,6,21,1916.471,182,12.0,1,1
35966,1916,6,22,1916.474,228,13.5,1,1
35967,1916,6,23,1916.477,285,15.1,1,1
35968,1916,6,24,1916.48,290,15.2,1,1
35969,1916,6,25,1916.4820000000002,303,15.5,1,1
35970,1916,6,26,1916.485,210,12.9,1,1
35971,1916,6,27,1916.4879999999998,192,12.3,1,1
35972,1916,6,28,1916.49,187,12.2,1,1
35973,1916,6,29,1916.493,142,10.6,1,1
35974,1916,6,30,1916.496,110,9.4,1,1
35975,1916,7,1,1916.499,93,8.6,1,1
35976,1916,7,2,1916.501,102,9.0,1,1
35977,1916,7,3,1916.504,93,8.6,1,1
35978,1916,7,4,1916.507,65,7.2,1,1
35979,1916,7,5,1916.51,47,6.1,1,1
35980,1916,7,6,1916.5120000000002,58,6.8,1,1
35981,1916,7,7,1916.515,67,7.3,1,1
35982,1916,7,8,1916.5179999999998,72,7.6,1,1
35983,1916,7,9,1916.52,42,5.8,1,1
35984,1916,7,10,1916.523,35,5.3,1,1
35985,1916,7,11,1916.526,27,4.6,1,1
35986,1916,7,12,1916.529,12,3.0,1,1
35987,1916,7,13,1916.531,13,3.3,1,1
35988,1916,7,14,1916.5339999999999,23,4.3,1,1
35989,1916,7,15,1916.537,22,4.2,1,1
35990,1916,7,16,1916.54,25,4.5,1,1
35991,1916,7,17,1916.5420000000001,47,6.1,1,1
35992,1916,7,18,1916.545,57,6.7,1,1
35993,1916,7,19,1916.5479999999998,75,7.7,1,1
35994,1916,7,20,1916.5510000000002,115,9.6,1,1
35995,1916,7,21,1916.5529999999999,172,11.7,1,1
35996,1916,7,22,1916.556,213,13.0,1,1
35997,1916,7,23,1916.559,208,12.9,1,1
35998,1916,7,24,1916.5610000000001,192,12.3,1,1
35999,1916,7,25,1916.5639999999999,228,13.5,1,1
36000,1916,7,26,1916.567,195,12.5,1,1
36001,1916,7,27,1916.57,182,12.0,1,1
36002,1916,7,28,1916.5720000000001,100,8.9,1,1
36003,1916,7,29,1916.575,102,9.0,1,1
36004,1916,7,30,1916.578,50,6.3,1,1
36005,1916,7,31,1916.5810000000001,37,5.4,1,1
36006,1916,8,1,1916.5829999999999,60,6.9,1,1
36007,1916,8,2,1916.586,50,6.3,1,1
36008,1916,8,3,1916.589,37,5.4,1,1
36009,1916,8,4,1916.592,23,4.3,1,1
36010,1916,8,5,1916.594,37,5.4,1,1
36011,1916,8,6,1916.5970000000002,82,8.1,1,1
36012,1916,8,7,1916.6,58,6.8,1,1
36013,1916,8,8,1916.602,72,7.6,1,1
36014,1916,8,9,1916.605,73,7.6,1,1
36015,1916,8,10,1916.608,47,6.1,1,1
36016,1916,8,11,1916.611,47,6.1,1,1
36017,1916,8,12,1916.6129999999998,63,7.1,1,1
36018,1916,8,13,1916.616,53,6.5,1,1
36019,1916,8,14,1916.619,78,7.9,1,1
36020,1916,8,15,1916.622,92,8.5,1,1
36021,1916,8,16,1916.624,83,8.1,1,1
36022,1916,8,17,1916.6270000000002,80,8.0,1,1
36023,1916,8,18,1916.63,88,8.4,1,1
36024,1916,8,19,1916.6329999999998,107,9.2,1,1
36025,1916,8,20,1916.635,150,10.9,1,1
36026,1916,8,21,1916.638,125,10.0,1,1
36027,1916,8,22,1916.641,92,8.5,1,1
36028,1916,8,23,1916.6429999999998,73,7.6,1,1
36029,1916,8,24,1916.646,20,4.0,1,1
36030,1916,8,25,1916.649,0,2.0,1,1
36031,1916,8,26,1916.652,0,2.0,1,1
36032,1916,8,27,1916.654,0,2.0,1,1
36033,1916,8,28,1916.6570000000002,33,5.1,1,1
36034,1916,8,29,1916.66,47,6.1,1,1
36035,1916,8,30,1916.6629999999998,18,3.8,1,1
36036,1916,8,31,1916.665,28,4.7,1,1
36037,1916,9,1,1916.668,42,5.8,1,1
36038,1916,9,2,1916.671,30,4.9,1,1
36039,1916,9,3,1916.6729999999998,30,4.9,1,1
36040,1916,9,4,1916.6760000000002,50,6.3,1,1
36041,1916,9,5,1916.6789999999999,53,6.5,1,1
36042,1916,9,6,1916.682,32,5.0,1,1
36043,1916,9,7,1916.684,83,8.1,1,1
36044,1916,9,8,1916.6870000000001,78,7.9,1,1
36045,1916,9,9,1916.69,73,7.6,1,1
36046,1916,9,10,1916.693,82,8.1,1,1
36047,1916,9,11,1916.695,82,8.1,1,1
36048,1916,9,12,1916.6979999999999,98,8.8,1,1
36049,1916,9,13,1916.701,138,10.5,1,1
36050,1916,9,14,1916.704,127,10.0,1,1
36051,1916,9,15,1916.7060000000001,138,10.5,1,1
36052,1916,9,16,1916.7089999999998,128,10.1,1,1
36053,1916,9,17,1916.7120000000002,122,9.8,1,1
36054,1916,9,18,1916.714,137,10.4,1,1
36055,1916,9,19,1916.717,153,11.0,1,1
36056,1916,9,20,1916.72,125,10.0,1,1
36057,1916,9,21,1916.723,140,10.6,1,1
36058,1916,9,22,1916.725,70,7.5,1,1
36059,1916,9,23,1916.7279999999998,33,5.1,1,1
36060,1916,9,24,1916.731,23,4.3,1,1
36061,1916,9,25,1916.734,13,3.3,1,1
36062,1916,9,26,1916.736,37,5.4,1,1
36063,1916,9,27,1916.739,30,4.9,1,1
36064,1916,9,28,1916.7420000000002,42,5.8,1,1
36065,1916,9,29,1916.745,30,4.9,1,1
36066,1916,9,30,1916.747,33,5.1,1,1
36067,1916,10,1,1916.75,12,3.0,1,1
36068,1916,10,2,1916.753,0,2.0,1,1
36069,1916,10,3,1916.755,50,6.3,1,1
36070,1916,10,4,1916.7579999999998,28,4.7,1,1
36071,1916,10,5,1916.761,45,6.0,1,1
36072,1916,10,6,1916.764,60,6.9,1,1
36073,1916,10,7,1916.766,122,9.8,1,1
36074,1916,10,8,1916.769,183,12.1,1,1
36075,1916,10,9,1916.7720000000002,222,13.3,1,1
36076,1916,10,10,1916.775,157,11.2,1,1
36077,1916,10,11,1916.777,177,11.9,1,1
36078,1916,10,12,1916.78,185,12.1,1,1
36079,1916,10,13,1916.783,187,12.2,1,1
36080,1916,10,14,1916.786,167,11.5,1,1
36081,1916,10,15,1916.7879999999998,128,10.1,1,1
36082,1916,10,16,1916.7910000000002,105,9.1,1,1
36083,1916,10,17,1916.7939999999999,103,9.1,1,1
36084,1916,10,18,1916.796,98,8.8,1,1
36085,1916,10,19,1916.799,68,7.4,1,1
36086,1916,10,20,1916.8020000000001,47,6.1,1,1
36087,1916,10,21,1916.805,35,5.3,1,1
36088,1916,10,22,1916.807,13,3.3,1,1
36089,1916,10,23,1916.81,32,5.0,1,1
36090,1916,10,24,1916.8129999999999,33,5.1,1,1
36091,1916,10,25,1916.816,32,5.0,1,1
36092,1916,10,26,1916.818,45,6.0,1,1
36093,1916,10,27,1916.8210000000001,35,5.3,1,1
36094,1916,10,28,1916.8239999999998,52,6.4,1,1
36095,1916,10,29,1916.8270000000002,72,7.6,1,1
36096,1916,10,30,1916.829,55,6.6,1,1
36097,1916,10,31,1916.832,73,7.6,1,1
36098,1916,11,1,1916.835,102,9.0,1,1
36099,1916,11,2,1916.8370000000002,122,9.8,1,1
36100,1916,11,3,1916.84,127,10.0,1,1
36101,1916,11,4,1916.8429999999998,187,12.2,1,1
36102,1916,11,5,1916.846,162,11.3,1,1
36103,1916,11,6,1916.848,203,12.7,1,1
36104,1916,11,7,1916.851,187,12.2,1,1
36105,1916,11,8,1916.854,177,11.9,1,1
36106,1916,11,9,1916.8570000000002,177,11.9,1,1
36107,1916,11,10,1916.859,118,9.7,1,1
36108,1916,11,11,1916.862,128,10.1,1,1
36109,1916,11,12,1916.865,127,10.0,1,1
36110,1916,11,13,1916.8670000000002,115,9.6,1,1
36111,1916,11,14,1916.87,87,8.3,1,1
36112,1916,11,15,1916.8729999999998,97,8.8,1,1
36113,1916,11,16,1916.876,88,8.4,1,1
36114,1916,11,17,1916.878,82,8.1,1,1
36115,1916,11,18,1916.881,45,6.0,1,1
36116,1916,11,19,1916.884,13,3.3,1,1
36117,1916,11,20,1916.8870000000002,15,3.5,1,1
36118,1916,11,21,1916.889,32,5.0,1,1
36119,1916,11,22,1916.892,92,8.5,1,1
36120,1916,11,23,1916.895,108,9.3,1,1
36121,1916,11,24,1916.898,102,9.0,1,1
36122,1916,11,25,1916.9,130,10.2,1,1
36123,1916,11,26,1916.9029999999998,107,9.2,1,1
36124,1916,11,27,1916.906,103,9.1,1,1
36125,1916,11,28,1916.908,50,6.3,1,1
36126,1916,11,29,1916.911,103,9.1,1,1
36127,1916,11,30,1916.914,98,8.8,1,1
36128,1916,12,1,1916.9170000000001,92,8.5,1,1
36129,1916,12,2,1916.9189999999999,113,9.5,1,1
36130,1916,12,3,1916.922,133,10.3,1,1
36131,1916,12,4,1916.925,100,8.9,1,1
36132,1916,12,5,1916.9279999999999,115,9.6,1,1
36133,1916,12,6,1916.93,172,11.7,1,1
36134,1916,12,7,1916.933,142,10.6,1,1
36135,1916,12,8,1916.9360000000001,147,10.8,1,1
36136,1916,12,9,1916.9389999999999,118,9.7,1,1
36137,1916,12,10,1916.941,98,8.8,1,1
36138,1916,12,11,1916.944,112,9.4,1,1
36139,1916,12,12,1916.9470000000001,92,8.5,1,1
36140,1916,12,13,1916.9489999999998,63,7.1,1,1
36141,1916,12,14,1916.9520000000002,68,7.4,1,1
36142,1916,12,15,1916.955,35,5.3,1,1
36143,1916,12,16,1916.9579999999999,28,4.7,1,1
36144,1916,12,17,1916.96,47,6.1,1,1
36145,1916,12,18,1916.963,68,7.4,1,1
36146,1916,12,19,1916.9660000000001,60,6.9,1,1
36147,1916,12,20,1916.969,45,6.0,1,1
36148,1916,12,21,1916.971,12,3.0,1,1
36149,1916,12,22,1916.974,23,4.3,1,1
36150,1916,12,23,1916.977,67,7.3,1,1
36151,1916,12,24,1916.98,93,8.6,1,1
36152,1916,12,25,1916.9820000000002,52,6.4,1,1
36153,1916,12,26,1916.985,68,7.4,1,1
36154,1916,12,27,1916.9879999999998,73,7.6,1,1
36155,1916,12,28,1916.99,110,9.4,1,1
36156,1916,12,29,1916.993,120,9.8,1,1
36157,1916,12,30,1916.996,127,10.0,1,1
36158,1916,12,31,1916.999,143,10.7,1,1
36159,1917,1,1,1917.001,143,10.7,1,1
36160,1917,1,2,1917.004,112,9.4,1,1
36161,1917,1,3,1917.007,97,8.8,1,1
36162,1917,1,4,1917.01,92,8.5,1,1
36163,1917,1,5,1917.0120000000002,97,8.8,1,1
36164,1917,1,6,1917.015,120,9.8,1,1
36165,1917,1,7,1917.0179999999998,187,12.2,1,1
36166,1917,1,8,1917.021,142,10.6,1,1
36167,1917,1,9,1917.023,157,11.2,1,1
36168,1917,1,10,1917.026,138,10.5,1,1
36169,1917,1,11,1917.029,175,11.8,1,1
36170,1917,1,12,1917.0320000000002,183,12.1,1,1
36171,1917,1,13,1917.0339999999999,152,11.0,1,1
36172,1917,1,14,1917.037,102,9.0,1,1
36173,1917,1,15,1917.04,85,8.2,1,1
36174,1917,1,16,1917.0420000000001,85,8.2,1,1
36175,1917,1,17,1917.045,85,8.2,1,1
36176,1917,1,18,1917.0479999999998,97,8.8,1,1
36177,1917,1,19,1917.0510000000002,103,9.1,1,1
36178,1917,1,20,1917.0529999999999,73,7.6,1,1
36179,1917,1,21,1917.056,97,8.8,1,1
36180,1917,1,22,1917.059,95,8.7,1,1
36181,1917,1,23,1917.0620000000001,100,8.9,1,1
36182,1917,1,24,1917.0639999999999,117,9.6,1,1
36183,1917,1,25,1917.067,130,10.2,1,1
36184,1917,1,26,1917.07,157,11.2,1,1
36185,1917,1,27,1917.0729999999999,158,11.2,1,1
36186,1917,1,28,1917.075,207,12.8,1,1
36187,1917,1,29,1917.078,138,10.5,1,1
36188,1917,1,30,1917.0810000000001,140,10.6,1,1
36189,1917,1,31,1917.0839999999998,97,8.8,1,1
36190,1917,2,1,1917.086,80,8.0,1,1
36191,1917,2,2,1917.089,75,7.7,1,1
36192,1917,2,3,1917.092,97,8.8,1,1
36193,1917,2,4,1917.095,120,9.8,1,1
36194,1917,2,5,1917.0970000000002,137,10.4,1,1
36195,1917,2,6,1917.1,150,10.9,1,1
36196,1917,2,7,1917.1029999999998,207,12.8,1,1
36197,1917,2,8,1917.105,165,11.5,1,1
36198,1917,2,9,1917.108,173,11.7,1,1
36199,1917,2,10,1917.111,202,12.7,1,1
36200,1917,2,11,1917.114,203,12.7,1,1
36201,1917,2,12,1917.116,193,12.4,1,1
36202,1917,2,13,1917.119,193,12.4,1,1
36203,1917,2,14,1917.122,162,11.3,1,1
36204,1917,2,15,1917.125,163,11.4,1,1
36205,1917,2,16,1917.1270000000002,158,11.2,1,1
36206,1917,2,17,1917.13,162,11.3,1,1
36207,1917,2,18,1917.1329999999998,135,10.4,1,1
36208,1917,2,19,1917.136,90,8.5,1,1
36209,1917,2,20,1917.138,97,8.8,1,1
36210,1917,2,21,1917.141,82,8.1,1,1
36211,1917,2,22,1917.144,77,7.8,1,1
36212,1917,2,23,1917.1470000000002,32,5.0,1,1
36213,1917,2,24,1917.149,52,6.4,1,1
36214,1917,2,25,1917.152,23,4.3,1,1
36215,1917,2,26,1917.155,42,5.8,1,1
36216,1917,2,27,1917.158,38,5.5,1,1
36217,1917,2,28,1917.16,48,6.2,1,1
36218,1917,3,1,1917.1629999999998,105,9.1,1,1
36219,1917,3,2,1917.1660000000002,100,8.9,1,1
36220,1917,3,3,1917.168,165,11.5,1,1
36221,1917,3,4,1917.171,220,13.2,1,1
36222,1917,3,5,1917.174,202,12.7,1,1
36223,1917,3,6,1917.1770000000001,220,13.2,1,1
36224,1917,3,7,1917.1789999999999,177,11.9,1,1
36225,1917,3,8,1917.182,195,12.5,1,1
36226,1917,3,9,1917.185,178,11.9,1,1
36227,1917,3,10,1917.1879999999999,155,11.1,1,1
36228,1917,3,11,1917.19,183,12.1,1,1
36229,1917,3,12,1917.193,173,11.7,1,1
36230,1917,3,13,1917.1960000000001,183,12.1,1,1
36231,1917,3,14,1917.1989999999998,197,12.5,1,1
36232,1917,3,15,1917.201,153,11.0,1,1
36233,1917,3,16,1917.204,143,10.7,1,1
36234,1917,3,17,1917.207,158,11.2,1,1
36235,1917,3,18,1917.21,148,10.9,1,1
36236,1917,3,19,1917.2120000000002,137,10.4,1,1
36237,1917,3,20,1917.215,128,10.1,1,1
36238,1917,3,21,1917.2179999999998,128,10.1,1,1
36239,1917,3,22,1917.221,115,9.6,1,1
36240,1917,3,23,1917.223,115,9.6,1,1
36241,1917,3,24,1917.226,160,11.3,1,1
36242,1917,3,25,1917.229,162,11.3,1,1
36243,1917,3,26,1917.2320000000002,192,12.3,1,1
36244,1917,3,27,1917.234,180,12.0,1,1
36245,1917,3,28,1917.237,153,11.0,1,1
36246,1917,3,29,1917.24,133,10.3,1,1
36247,1917,3,30,1917.2420000000002,133,10.3,1,1
36248,1917,3,31,1917.245,107,9.2,1,1
36249,1917,4,1,1917.2479999999998,108,9.3,1,1
36250,1917,4,2,1917.251,52,6.4,1,1
36251,1917,4,3,1917.253,50,6.3,1,1
36252,1917,4,4,1917.256,25,4.5,1,1
36253,1917,4,5,1917.259,12,3.0,1,1
36254,1917,4,6,1917.2620000000002,48,6.2,1,1
36255,1917,4,7,1917.264,40,5.6,1,1
36256,1917,4,8,1917.267,12,3.0,1,1
36257,1917,4,9,1917.27,23,4.3,1,1
36258,1917,4,10,1917.273,22,4.2,1,1
36259,1917,4,11,1917.275,47,6.1,1,1
36260,1917,4,12,1917.2779999999998,127,10.0,1,1
36261,1917,4,13,1917.281,180,12.0,1,1
36262,1917,4,14,1917.2839999999999,248,14.1,1,1
36263,1917,4,15,1917.286,267,14.6,1,1
36264,1917,4,16,1917.289,245,14.0,1,1
36265,1917,4,17,1917.2920000000001,250,14.1,1,1
36266,1917,4,18,1917.295,183,12.1,1,1
36267,1917,4,19,1917.297,178,11.9,1,1
36268,1917,4,20,1917.3,152,11.0,1,1
36269,1917,4,21,1917.3029999999999,113,9.5,1,1
36270,1917,4,22,1917.305,150,10.9,1,1
36271,1917,4,23,1917.308,172,11.7,1,1
36272,1917,4,24,1917.3110000000001,147,10.8,1,1
36273,1917,4,25,1917.3139999999999,173,11.7,1,1
36274,1917,4,26,1917.316,170,11.6,1,1
36275,1917,4,27,1917.319,160,11.3,1,1
36276,1917,4,28,1917.3220000000001,107,9.2,1,1
36277,1917,4,29,1917.325,97,8.8,1,1
36278,1917,4,30,1917.3270000000002,180,12.0,1,1
36279,1917,5,1,1917.33,223,13.3,1,1
36280,1917,5,2,1917.3329999999999,153,11.0,1,1
36281,1917,5,3,1917.336,187,12.2,1,1
36282,1917,5,4,1917.338,200,12.6,1,1
36283,1917,5,5,1917.3410000000001,163,11.4,1,1
36284,1917,5,6,1917.344,147,10.8,1,1
36285,1917,5,7,1917.3470000000002,157,11.2,1,1
36286,1917,5,8,1917.349,113,9.5,1,1
36287,1917,5,9,1917.352,98,8.8,1,1
36288,1917,5,10,1917.355,95,8.7,1,1
36289,1917,5,11,1917.358,127,10.0,1,1
36290,1917,5,12,1917.36,148,10.9,1,1
36291,1917,5,13,1917.3629999999998,157,11.2,1,1
36292,1917,5,14,1917.366,158,11.2,1,1
36293,1917,5,15,1917.368,152,11.0,1,1
36294,1917,5,16,1917.371,183,12.1,1,1
36295,1917,5,17,1917.374,233,13.6,1,1
36296,1917,5,18,1917.3770000000002,202,12.7,1,1
36297,1917,5,19,1917.379,268,14.6,1,1
36298,1917,5,20,1917.382,197,12.5,1,1
36299,1917,5,21,1917.385,155,11.1,1,1
36300,1917,5,22,1917.388,202,12.7,1,1
36301,1917,5,23,1917.39,230,13.5,1,1
36302,1917,5,24,1917.3929999999998,230,13.5,1,1
36303,1917,5,25,1917.396,267,14.6,1,1
36304,1917,5,26,1917.399,227,13.4,1,1
36305,1917,5,27,1917.401,272,14.7,1,1
36306,1917,5,28,1917.404,283,15.0,1,1
36307,1917,5,29,1917.4070000000002,238,13.8,1,1
36308,1917,5,30,1917.41,185,12.1,1,1
36309,1917,5,31,1917.412,247,14.0,1,1
36310,1917,6,1,1917.415,228,13.5,1,1
36311,1917,6,2,1917.418,182,12.0,1,1
36312,1917,6,3,1917.421,148,10.9,1,1
36313,1917,6,4,1917.4229999999998,147,10.8,1,1
36314,1917,6,5,1917.4260000000002,108,9.3,1,1
36315,1917,6,6,1917.4289999999999,123,9.9,1,1
36316,1917,6,7,1917.432,132,10.2,1,1
36317,1917,6,8,1917.434,143,10.7,1,1
36318,1917,6,9,1917.4370000000001,168,11.6,1,1
36319,1917,6,10,1917.44,165,11.5,1,1
36320,1917,6,11,1917.442,208,12.9,1,1
36321,1917,6,12,1917.445,232,13.6,1,1
36322,1917,6,13,1917.4479999999999,233,13.6,1,1
36323,1917,6,14,1917.451,233,13.6,1,1
36324,1917,6,15,1917.453,212,13.0,1,1
36325,1917,6,16,1917.4560000000001,247,14.0,1,1
36326,1917,6,17,1917.4589999999998,272,14.7,1,1
36327,1917,6,18,1917.4620000000002,248,14.1,1,1
36328,1917,6,19,1917.464,238,13.8,1,1
36329,1917,6,20,1917.467,152,11.0,1,1
36330,1917,6,21,1917.47,158,11.2,1,1
36331,1917,6,22,1917.473,165,11.5,1,1
36332,1917,6,23,1917.475,153,11.0,1,1
36333,1917,6,24,1917.4779999999998,178,11.9,1,1
36334,1917,6,25,1917.481,170,11.6,1,1
36335,1917,6,26,1917.484,178,11.9,1,1
36336,1917,6,27,1917.486,225,13.4,1,1
36337,1917,6,28,1917.489,272,14.7,1,1
36338,1917,6,29,1917.4920000000002,227,13.4,1,1
36339,1917,6,30,1917.495,198,12.6,1,1
36340,1917,7,1,1917.497,178,11.9,1,1
36341,1917,7,2,1917.5,173,11.7,1,1
36342,1917,7,3,1917.503,167,11.5,1,1
36343,1917,7,4,1917.505,183,12.1,1,1
36344,1917,7,5,1917.5079999999998,212,13.0,1,1
36345,1917,7,6,1917.511,187,12.2,1,1
36346,1917,7,7,1917.514,247,14.0,1,1
36347,1917,7,8,1917.516,230,13.5,1,1
36348,1917,7,9,1917.519,208,12.9,1,1
36349,1917,7,10,1917.5220000000002,215,13.1,1,1
36350,1917,7,11,1917.525,275,14.8,1,1
36351,1917,7,12,1917.527,363,17.0,1,1
36352,1917,7,13,1917.53,253,14.2,1,1
36353,1917,7,14,1917.533,288,15.1,1,1
36354,1917,7,15,1917.536,218,13.2,1,1
36355,1917,7,16,1917.5379999999998,198,12.6,1,1
36356,1917,7,17,1917.5410000000002,215,13.1,1,1
36357,1917,7,18,1917.5439999999999,127,10.0,1,1
36358,1917,7,19,1917.547,132,10.2,1,1
36359,1917,7,20,1917.549,112,9.4,1,1
36360,1917,7,21,1917.5520000000001,92,8.5,1,1
36361,1917,7,22,1917.555,142,10.6,1,1
36362,1917,7,23,1917.558,123,9.9,1,1
36363,1917,7,24,1917.56,157,11.2,1,1
36364,1917,7,25,1917.5629999999999,218,13.2,1,1
36365,1917,7,26,1917.566,200,12.6,1,1
36366,1917,7,27,1917.568,202,12.7,1,1
36367,1917,7,28,1917.5710000000001,203,12.7,1,1
36368,1917,7,29,1917.5739999999998,242,13.9,1,1
36369,1917,7,30,1917.5770000000002,225,13.4,1,1
36370,1917,7,31,1917.579,207,12.8,1,1
36371,1917,8,1,1917.582,190,12.3,1,1
36372,1917,8,2,1917.585,147,10.8,1,1
